Report Year,Country,Region,Subregion,Assessment Area,Unit,Description,Actual,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
1999,US,NPCC,New York,New York,MW,Peak Hour Demand - Winter,23879,24060,24270,24520,24830,25070,25320,25560,25800,26020,26240,
1999,US,SERC,-,-,MW,Peak Hour Demand - Summer,143226,147223,149380,154632,158159,161668,165149,168369,172049,175958,179607,
1999,US,SERC,-,-,MW,Peak Hour Demand - Winter,127416,130738,133116,137644,140505,143156,146285,149426,152370,156126,158625,
1999,US,SERC,Central,-,MW,Peak Hour Demand - Summer,27343,28607,29075,29697,30407,31182,32024,32899,33800,34745,35756,
1999,US,SERC,Central,-,MW,Peak Hour Demand - Winter,26499,27800,28345,28975,29666,30418,31199,32002,32843,33690,34636,
1999,US,SERC,Delta,-,MW,Peak Hour Demand - Summer,26161,25276,24822,25657,26130,26601,27110,27424,28110,29152,29802,
1999,US,SERC,Delta,-,MW,Peak Hour Demand - Winter,19330,19193,19309,19653,20008,20199,20808,21366,21906,22434,22950,
1999,US,SERC,Southeastern,-,MW,Peak Hour Demand - Summer,39855,40911,41865,43187,44360,45527,46648,47847,49041,50156,51257,
1999,US,SERC,Southeastern,-,MW,Peak Hour Demand - Winter,33192,34080,34163,35982,36924,37854,38846,39744,40673,41681,42602,
1999,US,SERC,VACAR,-,MW,Peak Hour Demand - Summer,49867,52429,53618,56091,57262,58358,59367,60199,61098,61905,62792,
1999,US,SERC,VACAR,-,MW,Peak Hour Demand - Winter,48395,49665,51299,53034,53907,54685,55432,56314,56948,58321,58437,
1999,US,SPP,-,-,MW,Peak Hour Demand - Summer,37724,38180,38795,39305,40092,41045,41834,42964,43684,44656,45643,
1999,US,SPP,-,-,MW,Peak Hour Demand - Winter,27847,27986,28311,28898,29591,30281,30951,31792,32301,32970,33657,
1999,US,WECC,-,-,MW,Peak Hour Demand - Summer,115921,115901,117874,119963,121920,124069,125874,127714,129507,131299,133110,
1999,US,WECC,-,-,MW,Peak Hour Demand - Winter,101822,103087,104936,106533,108292,109813,111334,112852,114371,115934,117412,
1999,US,WECC,AZN,-,MW,Peak Hour Demand - Summer,20430,20502,21070,21680,22304,22978,23634,24279,24894,25489,26109,
1999,US,WECC,AZN,-,MW,Peak Hour Demand - Winter,14106,15241,15724,16081,16542,16999,17448,17898,18305,18756,19176,
1999,US,WECC,CNV,-,MW,Peak Hour Demand - Summer,54099,53936,54480,55237,56018,56992,57609,58265,58909,59606,60285,
1999,US,WECC,CNV,-,MW,Peak Hour Demand - Winter,37370,38106,38670,39237,39822,40545,41008,41499,41983,42502,42992,
1999,US,WECC,NWPP,-,MW,Peak Hour Demand - Summer,34908,33900,34569,35081,35462,35777,36095,36416,36740,37067,37396,
1999,US,WECC,NWPP,-,MW,Peak Hour Demand - Winter,42606,42323,42952,43421,43808,44199,44594,44992,45394,45799,46208,
1999,US,WECC,RMPA,-,MW,Peak Hour Demand - Summer,7975,8063,8264,8481,8657,8847,9065,9288,9502,9680,9867,
1999,US,WECC,RMPA,-,MW,Peak Hour Demand - Winter,7740,7842,8026,8237,8429,8645,8857,9064,9275,9478,9671,
2000,CA,MRO,-,-,MW,Peak Hour Demand - Summer,5445,5504,5613,5695,5760,5788,5774,5822,5859,5824,5852,
2000,CA,MRO,-,-,MW,Peak Hour Demand - Winter,6643,6713,6835,6933,6990,7039,7044,7095,7065,7120,7169,
2000,CA,NPCC,-,-,MW,Peak Hour Demand - Summer,45710,44569,45563,46254,46817,47336,47823,48379,48818,49239,49645,
2000,CA,NPCC,-,-,MW,Peak Hour Demand - Winter,59823,60436,61321,61944,62657,63342,64047,64769,65321,65895,66457,
2000,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Summer,3312,3431,3474,3511,3542,3568,3571,3575,3579,3589,3601,
2000,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Winter,4943,5210,5255,5306,5352,5387,5391,5394,5402,5414,5428,
2000,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Summer,23433,21728,22079,22433,22635,22838,23053,23295,23494,23719,23931,
2000,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Winter,23150,22856,22966,23078,23285,23495,23716,23965,24169,24401,24619,
2000,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Summer,18965,19410,20010,20310,20640,20930,21199,21509,21745,21931,22113,
2000,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Winter,31730,32370,33100,33560,34020,34460,34940,35410,35750,36080,36410,
2000,CA,WECC,-,-,MW,Peak Hour Demand - Summer,14481,14529,14530,14814,15013,15282,15615,15981,16365,16733,17093,
2000,CA,WECC,-,-,MW,Peak Hour Demand - Winter,17828,17779,17821,18235,18517,18872,19292,19743,20252,20699,21143,
2000,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Summer,1437,1595,1706,1798,1904,2017,2137,2265,2401,2546,2699,
2000,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Winter,1123,1120,1201,1265,1340,1420,1507,1603,1705,1814,1930,
2000,US,ECAR,-,-,MW,Peak Hour Demand - Summer,99239,97557,99562,101256,103299,105105,106958,109254,111182,112982,113657,
2000,US,ECAR,-,-,MW,Peak Hour Demand - Winter,86239,86455,87892,89424,90924,92429,94003,95999,97474,99182,100693,
2000,US,TRE,-,ERCOT,MW,Peak Hour Demand - Summer,55529,54817,56501,58079,59637,61129,62772,64496,66268,68089,69959,
2000,US,TRE,-,ERCOT,MW,Peak Hour Demand - Winter,39164,44287,45757,46926,48243,49642,51079,52558,54079,55645,57255,
2000,US,FRCC,-,FRCC,MW,Peak Hour Demand - Summer,37493,37728,38445,39282,40157,41004,41905,43190,44097,44926,45810,
2000,US,FRCC,-,FRCC,MW,Peak Hour Demand - Winter,40178,40894,41811,42739,43663,44638,45694,46668,47573,48531,49478,
2000,US,MAAC,-,-,MW,Peak Hour Demand - Summer,51645,51206,51762,52509,53474,54288,55139,55932,56722,57529,58326,
2000,US,MAAC,-,-,MW,Peak Hour Demand - Winter,40220,43139,43717,44455,45143,45767,46397,47046,47657,48280,48902,
2000,US,MAIN,-,-,MW,Peak Hour Demand - Summer,51535,51271,52128,52922,53780,54697,55208,55961,56680,57624,58553,
2000,US,MAIN,-,-,MW,Peak Hour Demand - Winter,39081,39742,40399,41060,41739,42432,42799,43354,43894,44645,45484,
2000,US,MRO,-,-,MW,Peak Hour Demand - Summer,31903,32899,33490,33643,33737,34040,34572,35121,35755,36421,36984,
2000,US,MRO,-,-,MW,Peak Hour Demand - Winter,25200,27363,27869,27940,27917,28192,28686,29194,29720,30235,30408,
2000,US,NPCC,-,-,MW,Peak Hour Demand - Summer,52855,53450,54170,54836,55588,56205,56923,57573,58137,58765,59352,
2000,US,NPCC,-,-,MW,Peak Hour Demand - Winter,45227,45170,45610,46163,46773,47369,47922,48422,48948,49444,49956,
2000,US,NPCC,New England,New England,MW,Peak Hour Demand - Summer,22544,23250,23700,24046,24398,24765,25213,25623,25917,26285,26632,
2000,US,NPCC,New England,New England,MW,Peak Hour Demand - Winter,21176,20700,20900,21203,21533,21909,22252,22532,22868,23144,23446,
2000,US,NPCC,New York,New York,MW,Peak Hour Demand - Summer,30311,30200,30470,30790,31190,31440,31710,31950,32220,32480,32720,
2000,US,NPCC,New York,New York,MW,Peak Hour Demand - Winter,24051,24470,24710,24960,25240,25460,25670,25890,26080,26300,26510,
2000,US,SERC,-,-,MW,Peak Hour Demand - Summer,149685,151066,156533,160446,163643,166504,170160,173865,177491,180691,184225,
2000,US,SERC,-,-,MW,Peak Hour Demand - Winter,128563,134488,137753,140206,142549,145638,148592,151384,154018,156716,159545,
2000,US,SERC,Central,-,MW,Peak Hour Demand - Summer,28397,28881,29314,30250,30976,31683,32434,33218,33979,34338,34796,
2000,US,SERC,Central,-,MW,Peak Hour Demand - Winter,26062,27760,28588,29218,29830,30485,31166,31829,32116,32528,33040,
2000,US,SERC,Delta,-,MW,Peak Hour Demand - Summer,26558,25927,26772,27217,27240,27635,28248,28807,29382,29926,30572,
2000,US,SERC,Delta,-,MW,Peak Hour Demand - Winter,19472,20297,20739,20552,21035,21516,21952,22367,22802,23311,23828,
2000,US,SERC,Southeastern,-,MW,Peak Hour Demand - Summer,42196,42817,44314,45716,47025,48309,49623,50942,52228,53546,54960,
2000,US,SERC,Southeastern,-,MW,Peak Hour Demand - Winter,33587,34877,35871,36947,37901,39023,39930,40904,41990,42905,43832,
2000,US,SERC,VACAR,-,MW,Peak Hour Demand - Summer,52534,53441,56133,57263,58402,58877,59855,60898,61902,62881,63897,
2000,US,SERC,VACAR,-,MW,Peak Hour Demand - Winter,49442,51554,52555,53489,53783,54614,55544,56284,57110,57972,58845,
2000,US,SPP,-,-,MW,Peak Hour Demand - Summer,38609,39383,40127,41087,41876,42715,43765,44681,45061,46050,47004,
2000,US,SPP,-,-,MW,Peak Hour Demand - Winter,27963,28375,28950,29904,30575,31262,32094,32627,33115,33868,34602,
2000,US,WECC,-,-,MW,Peak Hour Demand - Summer,113629,116440,119130,121465,123974,126477,129043,131557,133991,136567,139394,
2000,US,WECC,-,-,MW,Peak Hour Demand - Winter,99080,102435,104876,106837,108869,110945,113101,115164,117353,119610,121884,
2000,US,WECC,AZN,-,MW,Peak Hour Demand - Summer,19954,21699,22351,23034,23707,24493,25293,26067,26854,27658,28478,
2000,US,WECC,AZN,-,MW,Peak Hour Demand - Winter,14083,15395,15832,16291,16784,17328,17844,18381,18912,19452,19997,
2000,US,WECC,CNV,-,MW,Peak Hour Demand - Summer,51782,52057,53151,54104,55164,56125,57110,58054,58906,59855,61026,
2000,US,WECC,CNV,-,MW,Peak Hour Demand - Winter,39204,38319,39226,39945,40671,41361,42077,42721,43460,44252,45026,
2000,US,WECC,NWPP,-,MW,Peak Hour Demand - Summer,34253,34630,35313,35832,36384,36945,37514,38092,38679,39275,39881,
2000,US,WECC,NWPP,-,MW,Peak Hour Demand - Winter,38158,41747,42367,43023,43689,44365,45052,45749,46457,47176,47907,
2000,US,WECC,RMPA,-,MW,Peak Hour Demand - Summer,7640,8054,8315,8495,8719,8914,9126,9344,9552,9779,10009,
2000,US,WECC,RMPA,-,MW,Peak Hour Demand - Winter,7635,7739,7990,8163,8379,8565,8768,8976,9188,9405,9628,
2001,CA,MRO,-,-,MW,Peak Hour Demand - Summer,5368,5450,5536,5620,5665,5673,5740,5820,5884,5920,5964,
2001,CA,MRO,-,-,MW,Peak Hour Demand - Winter,6697,6580,6708,6787,6865,6888,6968,7052,7117,7155,7204,
2001,CA,NPCC,-,-,MW,Peak Hour Demand - Summer,47209,45452,46389,46945,47661,48197,48576,49117,49589,50209,50684,
2001,CA,NPCC,-,-,MW,Peak Hour Demand - Winter,58626,61954,62626,63570,64331,64906,65727,66371,66977,67672,68382,
2001,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Summer,3451,3347,3407,3454,3493,3526,3403,3447,3481,3523,3571,
2001,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Winter,5087,5215,5290,5354,5402,5285,5303,5340,5365,5395,5465,
2001,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Summer,23160,22295,22572,22801,23188,23441,23633,23880,24128,24506,24673,
2001,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Winter,23126,23559,23876,24056,24329,24581,24904,25141,25372,25627,25867,
2001,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Summer,20598,19810,20410,20690,20980,21230,21540,21790,21980,22180,22440,
2001,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Winter,30413,33180,33460,34160,34600,35040,35520,35890,36240,36650,37050,
2001,CA,WECC,-,-,MW,Peak Hour Demand - Summer,14861,14592,14991,15333,15626,16126,16522,16990,17429,17821,18217,
2001,CA,WECC,-,-,MW,Peak Hour Demand - Winter,17604,18093,18567,18987,19346,19940,20430,20986,21532,22009,22490,
2001,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Summer,1575,1707,1796,1903,2017,2138,2247,2372,2478,2613,2738,
2001,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Winter,1176,1278,1390,1472,1560,1653,1736,1833,1914,2018,2114,
2001,US,ECAR,-,-,MW,Peak Hour Demand - Summer,92033,102161,104081,106130,107964,109905,111169,112711,114374,116068,117559,
2001,US,ECAR,-,-,MW,Peak Hour Demand - Winter,84546,90041,91684,93170,94689,95601,96922,98279,99741,101037,102244,
2001,US,TRE,-,ERCOT,MW,Peak Hour Demand - Summer,57606,56759,58608,60130,61769,63480,65145,66928,69244,71625,74078,
2001,US,TRE,-,ERCOT,MW,Peak Hour Demand - Winter,44641,44394,46004,47460,48906,50375,51830,54401,57090,59906,62854,
2001,US,FRCC,-,FRCC,MW,Peak Hour Demand - Summer,37194,38478,39548,40783,41714,42644,43782,44751,45710,46656,47715,
2001,US,FRCC,-,FRCC,MW,Peak Hour Demand - Winter,38606,42208,43508,44487,45461,46454,47589,48550,49540,50505,51507,
2001,US,MAAC,-,-,MW,Peak Hour Demand - Summer,49477,52977,53753,54644,55501,56412,57349,58186,59056,59868,60692,
2001,US,MAAC,-,-,MW,Peak Hour Demand - Winter,43256,43809,44462,45077,45724,46368,46983,47603,48233,48820,49449,
2001,US,MAIN,-,-,MW,Peak Hour Demand - Summer,52552,55368,56416,57055,58106,59157,60171,61104,62144,63093,64251,
2001,US,MAIN,-,-,MW,Peak Hour Demand - Winter,41943,43663,43857,44691,44585,45302,45820,46570,47300,48072,48850,
2001,US,MRO,-,-,MW,Peak Hour Demand - Summer,28605,29814,30304,30865,31404,31930,32382,32912,33403,33995,34586,
2001,US,MRO,-,-,MW,Peak Hour Demand - Winter,24536,24661,25083,25468,25857,26288,26648,27063,27496,27951,28191,
2001,US,NPCC,-,-,MW,Peak Hour Demand - Summer,50057,54270,55283,56107,56884,57694,58429,59025,59682,60324,60975,
2001,US,NPCC,-,-,MW,Peak Hour Demand - Winter,43852,45650,46388,47120,47846,48498,49055,49649,50173,50726,51287,
2001,US,NPCC,New England,New England,MW,Peak Hour Demand - Summer,21919,23650,24140,24493,24860,25308,25718,26012,26377,26724,27075,
2001,US,NPCC,New England,New England,MW,Peak Hour Demand - Winter,20088,21485,21775,22105,22480,22823,23102,23438,23712,24013,24317,
2001,US,NPCC,New York,New York,MW,Peak Hour Demand - Summer,28138,30620,31143,31614,32024,32386,32711,33013,33305,33600,33900,
2001,US,NPCC,New York,New York,MW,Peak Hour Demand - Winter,23764,24165,24613,25015,25366,25675,25953,26211,26461,26713,26970,
2001,US,SERC,-,-,MW,Peak Hour Demand - Summer,156088,159930,163742,166686,169752,173496,177408,181243,184971,188915,192308,
2001,US,SERC,-,-,MW,Peak Hour Demand - Winter,139146,139459,141809,144436,147592,151029,154229,157316,160438,163373,166067,
2001,US,SERC,Central,-,MW,Peak Hour Demand - Summer,29446,29934,30351,30966,31549,32144,32749,33367,33997,34638,34853,
2001,US,SERC,Central,-,MW,Peak Hour Demand - Winter,27291,29414,30010,30437,31171,31737,32420,33118,33831,34058,34251,
2001,US,SERC,Delta,-,MW,Peak Hour Demand - Summer,27714,27084,27574,27211,27689,28272,28656,29315,29758,30319,30843,
2001,US,SERC,Delta,-,MW,Peak Hour Demand - Winter,21595,19727,20025,19794,20256,20640,21020,21349,21698,22133,22576,
2001,US,SERC,Southeastern,-,MW,Peak Hour Demand - Summer,43692,44737,46266,47716,49070,50419,51813,53181,54556,55979,57349,
2001,US,SERC,Southeastern,-,MW,Peak Hour Demand - Winter,36509,35830,36049,37961,38932,39925,41027,41976,42951,44078,45019,
2001,US,SERC,VACAR,-,MW,Peak Hour Demand - Summer,55236,58175,59551,60793,61444,62661,64190,65380,66660,67979,69263,
2001,US,SERC,VACAR,-,MW,Peak Hour Demand - Winter,53751,54488,55725,56244,57233,58727,59762,60873,61958,63104,64221,
2001,US,SPP,-,-,MW,Peak Hour Demand - Summer,40199,40522,41099,41949,42885,43932,45067,46223,47207,48260,49306,
2001,US,SPP,-,-,MW,Peak Hour Demand - Winter,30576,29804,30132,30789,31509,32150,32721,33546,34021,35033,35553,
2001,US,WECC,-,-,MW,Peak Hour Demand - Summer,114602,118887,121407,123946,126534,129199,131773,134329,136918,139575,142255,
2001,US,WECC,-,-,MW,Peak Hour Demand - Winter,97324,102237,104173,106333,108339,110458,112560,114642,116758,118781,121117,
2001,US,WECC,AZN,-,MW,Peak Hour Demand - Summer,21724,22918,23774,24572,25284,26122,26847,27598,28363,29144,29914,
2001,US,WECC,AZN,-,MW,Peak Hour Demand - Winter,14944,15384,15967,16475,17015,17457,17939,18433,18931,19463,19986,
2001,US,WECC,CNV,-,MW,Peak Hour Demand - Summer,49638,53895,54880,55890,56948,58031,59119,60203,61256,62323,63448,
2001,US,WECC,CNV,-,MW,Peak Hour Demand - Winter,36817,39025,39738,40469,41235,42019,42807,43591,44354,45128,45942,
2001,US,WECC,NWPP,-,MW,Peak Hour Demand - Summer,35535,34680,35143,35684,36234,36792,37359,37935,38520,39114,39717,
2001,US,WECC,NWPP,-,MW,Peak Hour Demand - Winter,38578,40224,40846,41478,42120,42772,43434,44106,44789,45482,46186,
2001,US,WECC,RMPA,-,MW,Peak Hour Demand - Summer,8589,8516,8781,9057,9274,9478,9690,9854,10059,10293,10494,
2001,US,WECC,RMPA,-,MW,Peak Hour Demand - Winter,8003,8036,8249,8508,8705,8856,9041,9170,9333,9516,9672,
2002,CA,MRO,-,-,MW,Peak Hour Demand - Summer,5368,5478,5597,5683,5736,5832,5896,5957,6023,6096,6164,
2002,CA,MRO,-,-,MW,Peak Hour Demand - Winter,6172,6429,6611,6723,6822,6871,6963,7009,7074,7134,7201,
2002,CA,NPCC,-,-,MW,Peak Hour Demand - Summer,48825,47401,48478,49151,49771,50161,50804,51361,51906,52422,53044,
2002,CA,NPCC,-,-,MW,Peak Hour Demand - Winter,59879,62350,63209,63854,64259,64952,65580,66072,66517,67169,67821,
2002,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Summer,3383,3410,3474,3517,3559,3440,3481,3489,3533,3582,3648,
2002,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Winter,4854,5240,5307,5374,5263,5300,5345,5340,5394,5457,5521,
2002,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Summer,25269,23035,23404,23711,23959,24230,24503,24787,25087,25342,25623,
2002,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Winter,22623,23984,24175,24245,24394,24545,24720,24908,24973,25138,25297,
2002,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Summer,20173,20956,21600,21923,22253,22491,22820,23085,23286,23498,23773,
2002,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Winter,32402,33126,33727,34235,34602,35107,35515,35824,36150,36574,37003,
2002,CA,WECC,-,-,MW,Peak Hour Demand - Summer,14284,14766,15039,15260,15478,15723,16034,16313,16559,16805,17054,
2002,CA,WECC,-,-,MW,Peak Hour Demand - Winter,17534,18380,18765,19091,19415,19776,20227,20635,21000,21366,21738,
2002,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Summer,1637,1697,1900,2036,2195,2374,2576,2773,2984,3219,3480,
2002,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Winter,1184,1308,1493,1630,1785,1960,2133,2324,2538,2774,3031,
2002,US,ECAR,-,-,MW,Peak Hour Demand - Summer,100235,99346,101871,104548,106541,109113,110637,112653,114161,115742,117625,
2002,US,ECAR,-,-,MW,Peak Hour Demand - Winter,85485,87133,89228,90796,92586,94404,96137,97750,99105,100291,101684,
2002,US,TRE,-,ERCOT,MW,Peak Hour Demand - Summer,55201,57898,60727,63190,64965,66857,68715,70476,72606,74800,77061,
2002,US,TRE,-,ERCOT,MW,Peak Hour Demand - Winter,44015,45818,47802,49217,50708,52193,53413,54661,55938,57244,58582,
2002,US,FRCC,-,FRCC,MW,Peak Hour Demand - Summer,39062,40145,41335,42292,43279,44274,45168,46107,47064,48095,49151,
2002,US,FRCC,-,FRCC,MW,Peak Hour Demand - Winter,40922,43199,44219,45237,46242,47215,48208,49298,50331,51439,52537,
2002,US,MAAC,-,-,MW,Peak Hour Demand - Summer,54015,54188,55089,55956,56872,57809,58651,59526,60343,61172,62495,
2002,US,MAAC,-,-,MW,Peak Hour Demand - Winter,39458,44747,45367,46019,46668,47288,47913,48548,49140,49774,50382,
2002,US,MAIN,-,-,MW,Peak Hour Demand - Summer,56344,56888,57693,58575,59753,60799,61539,62645,63816,64873,66066,
2002,US,MAIN,-,-,MW,Peak Hour Demand - Winter,40529,43028,43750,43935,44740,45264,45618,46856,47581,48453,49235,
2002,US,MRO,-,-,MW,Peak Hour Demand - Summer,28321,28191,28681,29729,30726,31257,31742,32219,32721,33231,33734,
2002,US,MRO,-,-,MW,Peak Hour Demand - Winter,21815,23234,23654,24323,24702,25167,25447,25813,26186,26559,26953,
2002,US,NPCC,-,-,MW,Peak Hour Demand - Summer,55949,54675,55813,56531,57198,57903,58562,59220,59917,60615,61420,
2002,US,NPCC,-,-,MW,Peak Hour Demand - Winter,42670,45308,45943,46447,46995,47489,47976,48497,49011,49648,50189,
2002,US,NPCC,New England,New England,MW,Peak Hour Demand - Summer,24967,24200,24760,25123,25443,25817,26159,26503,26888,27269,27758,
2002,US,NPCC,New England,New England,MW,Peak Hour Demand - Winter,19872,21760,22010,22279,22598,22873,23151,23465,23773,24202,24536,
2002,US,NPCC,New York,New York,MW,Peak Hour Demand - Summer,30982,30475,31053,31408,31755,32086,32403,32717,33029,33346,33662,
2002,US,NPCC,New York,New York,MW,Peak Hour Demand - Winter,22798,23548,23933,24168,24397,24616,24825,25032,25238,25446,25653,
2002,US,SERC,-,-,MW,Peak Hour Demand - Summer,149293,160384,164001,167879,171439,174795,178669,182562,186540,190628,194356,
2002,US,SERC,-,-,MW,Peak Hour Demand - Winter,135182,139527,142730,146754,148624,151445,154591,156992,160507,163828,167201,
2002,US,SERC,Central,-,MW,Peak Hour Demand - Summer,27464,29716,30387,31057,31779,32562,33335,34112,34890,35662,36115,
2002,US,SERC,Central,-,MW,Peak Hour Demand - Winter,28543,29447,29902,30779,31387,32096,32803,33511,34217,34280,34592,
2002,US,SERC,Delta,-,MW,Peak Hour Demand - Summer,25747,26739,26867,27084,27065,27669,28185,28608,29209,29698,30237,
2002,US,SERC,Delta,-,MW,Peak Hour Demand - Winter,20558,20539,20301,21244,21227,21482,21814,21475,22210,23249,24333,
2002,US,SERC,Southeastern,-,MW,Peak Hour Demand - Summer,41486,46015,47579,48971,50328,51643,53047,54450,55875,57324,58831,
2002,US,SERC,Southeastern,-,MW,Peak Hour Demand - Winter,34818,35814,36976,37938,38712,39649,40627,41643,42664,43734,44849,
2002,US,SERC,VACAR,-,MW,Peak Hour Demand - Summer,54596,57914,59168,60767,62267,62921,64102,65392,66566,67944,69173,
2002,US,SERC,VACAR,-,MW,Peak Hour Demand - Winter,51263,53727,55551,56793,57298,58218,59347,60363,61416,62565,63427,
2002,US,SPP,-,-,MW,Peak Hour Demand - Summer,40273,41483,42490,43556,44678,45197,46204,47186,48239,49475,50185,
2002,US,SPP,-,-,MW,Peak Hour Demand - Winter,29614,30382,30743,31761,32464,32732,33328,34212,34971,35932,36660,
2002,US,WECC,-,-,MW,Peak Hour Demand - Summer,109119,116852,119465,122089,124541,126886,129338,131219,133806,136378,138879,
2002,US,WECC,-,-,MW,Peak Hour Demand - Winter,96622,103314,105611,107953,110023,112384,113620,115939,118259,120530,122930,
2002,US,WECC,AZN,-,MW,Peak Hour Demand - Summer,23360,24183,25099,26041,26894,27632,28425,29313,30084,30855,31617,
2002,US,WECC,AZN,-,MW,Peak Hour Demand - Winter,16343,17179,17851,18442,18941,19488,19858,20358,20862,21359,21881,
2002,US,WECC,CNV,-,MW,Peak Hour Demand - Summer,46714,50558,51307,52084,52880,53698,54520,55359,56209,57066,57921,
2002,US,WECC,CNV,-,MW,Peak Hour Demand - Winter,37448,38291,39055,39842,40651,41470,42307,43162,44029,44903,45786,
2002,US,WECC,NWPP,-,MW,Peak Hour Demand - Summer,30405,33328,34036,34629,35276,35740,36367,36503,37105,37760,38354,
2002,US,WECC,NWPP,-,MW,Peak Hour Demand - Winter,34744,39556,40165,40957,41547,42340,42130,42859,43564,44236,44965,
2002,US,WECC,RMPA,-,MW,Peak Hour Demand - Summer,9331,9284,9574,9851,10079,10351,10580,10846,11126,11416,11673,
2002,US,WECC,RMPA,-,MW,Peak Hour Demand - Winter,8385,8503,8779,8976,9162,9385,9581,9835,10089,10332,10590,
2003,CA,MRO,-,-,MW,Peak Hour Demand - Summer,5394,5519,5615,5707,5785,5845,5947,6029,6109,6185,6229,
2003,CA,MRO,-,-,MW,Peak Hour Demand - Winter,6632,6729,6812,6925,6995,7080,7158,7229,7290,7341,7421,
2003,CA,NPCC,-,-,MW,Peak Hour Demand - Summer,51460,48591,49531,50113,50951,51633,52131,52677,53227,53785,54298,
2003,CA,NPCC,-,-,MW,Peak Hour Demand - Winter,64516,63252,63789,64763,65478,65998,66507,66956,67507,68020,68568,
2003,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Summer,3524,3396,3465,3518,3553,3600,3615,3664,3715,3769,3817,
2003,CA,NPCC,Maritimes,Maritimes,MW,Peak Hour Demand - Winter,5369,5262,5349,5404,5448,5513,5526,5598,5667,5742,5813,
2003,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Summer,25414,23684,24014,24360,24689,25005,25326,25641,25945,26247,26530,
2003,CA,NPCC,Ontario,Ontario,MW,Peak Hour Demand - Winter,24158,24112,24233,24422,24603,24808,25024,25101,25273,25431,25595,
2003,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Summer,22522,21511,22052,22235,22709,23028,23190,23372,23567,23769,23951,
2003,CA,NPCC,Quebec,Quebec,MW,Peak Hour Demand - Winter,34989,33878,34207,34937,35427,35677,35957,36257,36567,36847,37160,
2003,CA,WECC,-,-,MW,Peak Hour Demand - Summer,15418,15562,15849,16167,16377,16677,17052,17234,17471,17844,18054,
2003,CA,WECC,-,-,MW,Peak Hour Demand - Winter,17757,19359,19668,19976,20299,20660,21102,21405,21754,22070,22389,
2003,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Summer,1641,1754,1907,2036,2174,2320,2477,2643,2821,3010,3212,
2003,MX,WECC,CA-MX,-,MW,Peak Hour Demand - Winter,1210,1320,1418,1524,1638,1760,1890,2030,2180,2341,2513,
2003,TL,WECC,-,-,MW,Peak Hour Demand - Summer,136108,136587,141698,144589,147244,149971,152584,155436,158415,161492,164417,
2003,TL,WECC,-,-,MW,Peak Hour Demand - Winter,114918,125149,128054,130691,133205,135123,138021,140776,143533,146112,148931,
2003,US,ECAR,-,-,MW,Peak Hour Demand - Summer,102996,100714,102737,104716,107169,109533,111884,113659,118470,120645,122335,
2003,US,ECAR,-,-,MW,Peak Hour Demand - Winter,87300,86120,87556,88532,90443,92334,95042,98843,100365,100664,102214,
2003,US,TRE,-,ERCOT,MW,Peak Hour Demand - Summer,56248,57639,59080,60557,62071,63622,65213,66843,68514,70227,71983,
2003,US,TRE,-,ERCOT,MW,Peak Hour Demand - Winter,45414,46538,47702,48894,50116,51369,52654,53970,55319,56702,58120,
2003,US,FRCC,-,FRCC,MW,Peak Hour Demand - Summer,40696,41618,42668,43670,44727,45795,46840,47898,49008,50164,51331,
2003,US,FRCC,-,FRCC,MW,Peak Hour Demand - Winter,45635,44266,45301,46419,47561,48682,49814,50945,52166,53422,54682,
2003,US,MAAC,-,-,MW,Peak Hour Demand - Summer,55569,56257,57330,58480,59543,60656,61746,62821,63903,64996,66032,
