Report Year,Country,Region,Subregion,Assessment Area,Unit,Description,Actual,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
1996,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,181320.00,188545.00,190613.00,194788.00,198120.00,201934.00,206633.00,209590.00,213163.00,217801.00,222224.00,
1996,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,249236.00,254007.00,262044.00,268738.00,275601.00,280886.00,286860.00,292932.00,299331.00,304527.00,310217.00,
1996,US,SPP,-,-,GWh,Net Energy for Load - Annual,295169.00,297400.00,302353.00,306391.00,309311.00,315996.00,321918.00,326207.00,331092.00,336155.00,342029.00,
1996,US,WECC,-,-,GWh,Net Energy for Load - Annual,586167.00,612284.00,624895.00,634723.00,645195.00,656814.00,666486.00,677828.00,689744.00,702315.00,712894.00,
1996,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,73746.00,76079.00,78121.00,79648.00,81416.00,83165.00,84517.00,86271.00,88393.00,90470.00,92533.00,
1996,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,248931.00,262839.00,265416.00,269522.00,274155.00,279191.00,283798.00,289006.00,294652.00,300160.00,305325.00,
1996,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,220068.00,229045.00,235965.00,239487.00,242991.00,247051.00,249728.00,253121.00,256529.00,260900.00,263477.00,
1996,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,43422.00,44321.00,45393.00,46066.00,46633.00,47407.00,48443.00,49430.00,50170.00,50785.00,51559.00,
1997,CA,MRO,-,-,GWh,Net Energy for Load - Annual,36780.00,35007.00,35526.00,35954.00,36586.00,37005.00,37294.00,37668.00,38049.00,38396.00,38847.00,
1997,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,324956.00,329700.00,334941.00,339579.00,345330.00,351766.00,358689.00,363954.00,367633.00,371406.00,374579.00,
1997,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,24838.00,25400.00,25941.00,26579.00,27130.00,27665.00,28089.00,28554.00,29033.00,29506.00,29979.00,
1997,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,137418.00,139500.00,142000.00,143500.00,144700.00,145901.00,147800.00,149600.00,151400.00,153200.00,154800.00,
1997,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,162700.00,164800.00,167000.00,169500.00,173500.00,178200.00,182800.00,185800.00,187200.00,188700.00,189800.00,
1997,CA,WECC,-,-,GWh,Net Energy for Load - Annual,103736.00,102586.00,104778.00,106712.00,108828.00,110895.00,112805.00,114898.00,117111.00,118919.00,120979.00,
1997,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,6210.00,6557.00,7220.00,7807.00,8251.00,8720.00,9229.00,9841.00,10522.00,11264.00,12059.00,
1997,US,ECAR,-,-,GWh,Net Energy for Load - Annual,532747.00,537623.00,546030.00,556566.00,548072.00,572819.00,576921.00,587557.00,597318.00,610929.00,614149.00,
1997,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,243456.00,243981.00,248998.00,253871.00,258148.00,263890.00,269086.00,274528.00,281109.00,287236.00,293650.00,
1997,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,173377.00,177836.00,183281.00,189035.00,194273.00,199363.00,201673.00,205827.00,210542.00,215160.00,219688.00,
1997,US,MAAC,-,-,GWh,Net Energy for Load - Annual,243328.00,246668.00,250728.00,255070.00,259130.00,262578.00,267514.00,271697.00,276119.00,280844.00,285419.00,
1997,US,MAIN,-,-,GWh,Net Energy for Load - Annual,234300.00,237014.00,238655.00,242555.00,246495.00,250115.00,253720.00,257790.00,261905.00,264106.00,268179.00,
1997,US,MRO,-,-,GWh,Net Energy for Load - Annual,145479.00,149368.00,152924.00,155249.00,158283.00,161507.00,164500.00,167581.00,170744.00,173925.00,174863.00,
1997,US,NPCC,-,-,GWh,Net Energy for Load - Annual,263125.00,264021.00,267078.00,270137.00,273472.00,276553.00,279366.00,282393.00,285644.00,288882.00,292425.00,
1997,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,114655.00,115921.00,117638.00,118997.00,120372.00,121763.00,123226.00,124633.00,126074.00,127672.00,129475.00,
1997,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,148470.00,148100.00,149440.00,151140.00,153100.00,154790.00,156140.00,157760.00,159570.00,161210.00,162950.00,
1997,US,SERC,-,-,GWh,Net Energy for Load - Annual,596940.00,604492.00,620038.00,633083.00,646897.00,660433.00,672561.00,686074.00,699934.00,715587.00,730323.00,
1997,US,SERC,Central,-,GWh,Net Energy for Load - Annual,148040.00,147931.00,152159.00,156064.00,159310.00,162410.00,165508.00,168605.00,171704.00,174706.00,177491.00,
1997,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,188615.00,194994.00,199723.00,202392.00,206024.00,209365.00,212116.00,215918.00,220280.00,224769.00,229510.00,
1997,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,260285.00,261567.00,268156.00,274627.00,281563.00,288658.00,294937.00,301551.00,307950.00,316112.00,323322.00,
1997,US,SPP,-,-,GWh,Net Energy for Load - Annual,306691.00,305272.00,308336.00,309972.00,316756.00,322869.00,327658.00,332647.00,336326.00,344388.00,349191.00,
1997,US,WECC,-,-,GWh,Net Energy for Load - Annual,611650.00,622165.00,632836.00,645147.00,654716.00,664000.00,675786.00,687928.00,701312.00,712787.00,725697.00,
1997,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,79247.00,79461.00,81761.00,83809.00,85413.00,87354.00,89380.00,91381.00,93433.00,95414.00,97379.00,
1997,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,257973.00,261189.00,264887.00,269948.00,272804.00,276663.00,281796.00,287427.00,292997.00,298720.00,304760.00,
1997,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,230508.00,235875.00,239420.00,243455.00,247484.00,249906.00,253377.00,256762.00,261412.00,264186.00,268005.00,
1997,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,43922.00,45640.00,46768.00,47935.00,49015.00,50077.00,51233.00,52358.00,53470.00,54467.00,55553.00,
1998,CA,MRO,-,-,GWh,Net Energy for Load - Annual,37516.00,36608.00,37254.00,38369.00,38899.00,39149.00,39396.00,39604.00,39857.00,40161.00,40443.00,
1998,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,329289.00,333612.00,338340.00,342631.00,347849.00,353783.00,358965.00,363281.00,368124.00,372843.00,377351.00,
1998,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,25685.00,26034.00,26914.00,27451.00,27812.00,28193.00,28578.00,28977.00,29373.00,29782.00,30189.00,
1998,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,138371.00,140839.00,142618.00,143705.00,144862.00,146338.00,147924.00,149679.00,151601.00,153212.00,154840.00,
1998,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,165233.00,166739.00,168808.00,171475.00,175175.00,179252.00,182463.00,184625.00,187150.00,189849.00,192322.00,
1998,CA,WECC,-,-,GWh,Net Energy for Load - Annual,107187.00,108359.00,111269.00,114443.00,116170.00,117466.00,119516.00,122228.00,124739.00,126867.00,128543.00,
1998,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,6798.00,7463.00,7992.00,8512.00,9037.00,9564.00,10180.00,10847.00,11549.00,12306.00,13112.00,
1998,US,ECAR,-,-,GWh,Net Energy for Load - Annual,524414.00,541787.00,552799.00,558982.00,569455.00,577775.00,588367.00,598315.00,606563.00,616706.00,624683.00,
1998,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,251840.00,255673.00,261634.00,266213.00,272156.00,275031.00,276225.00,281193.00,283902.00,285336.00,285423.00,
1998,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,175557.00,182267.00,188338.00,193440.00,198257.00,202725.00,206462.00,211223.00,216068.00,221084.00,226090.00,
1998,US,MAAC,-,-,GWh,Net Energy for Load - Annual,243967.00,250401.00,254201.00,257692.00,261701.00,265734.00,269762.00,274123.00,278791.00,283179.00,287429.00,
1998,US,MAIN,-,-,GWh,Net Energy for Load - Annual,236143.00,236252.00,239573.00,244212.00,248220.00,252099.00,256116.00,260240.00,262819.00,266935.00,271042.00,
1998,US,MRO,-,-,GWh,Net Energy for Load - Annual,151661.00,155446.00,158657.00,161813.00,164895.00,167800.00,170999.00,174137.00,177205.00,180158.00,175106.00,
1998,US,NPCC,-,-,GWh,Net Energy for Load - Annual,264464.00,268289.00,271486.00,275305.00,279168.00,282269.00,286283.00,290618.00,294906.00,300084.00,304513.00,
1998,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,115582.00,118849.00,120766.00,123065.00,125468.00,127179.00,129553.00,132198.00,134996.00,138404.00,141093.00,
1998,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,148882.00,149440.00,150720.00,152240.00,153700.00,155090.00,156730.00,158420.00,159910.00,161680.00,163420.00,
1998,US,SERC,-,-,GWh,Net Energy for Load - Annual,730248.00,754105.00,769147.00,769012.00,785498.00,798241.00,810918.00,823626.00,842002.00,858031.00,873847.00,
1998,US,SERC,Central,-,GWh,Net Energy for Load - Annual,146112.00,153464.00,157861.00,160749.00,163333.00,165720.00,168503.00,171818.00,175437.00,179006.00,182575.00,
1998,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,131743.00,127240.00,127268.00,127610.00,131718.00,132911.00,133856.00,133368.00,136402.00,137756.00,139140.00,
1998,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,193617.00,207009.00,209072.00,211099.00,214939.00,218641.00,222154.00,226773.00,231006.00,235631.00,240196.00,
1998,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,258776.00,266392.00,274946.00,269554.00,275508.00,280969.00,286405.00,291667.00,299157.00,305638.00,311936.00,
1998,US,SPP,-,-,GWh,Net Energy for Load - Annual,176019.00,178371.00,180861.00,187045.00,190775.00,192524.00,196847.00,200949.00,205451.00,209817.00,214342.00,
1998,US,WECC,-,-,GWh,Net Energy for Load - Annual,620629.00,636756.00,651472.00,664343.00,675190.00,686057.00,698737.00,711574.00,723423.00,735734.00,747936.00,
1998,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,98531.00,98243.00,102110.00,105197.00,107860.00,110987.00,114086.00,116946.00,119814.00,122559.00,125059.00,
1998,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,250135.00,250743.00,254662.00,257114.00,260191.00,264440.00,269508.00,274223.00,279010.00,283900.00,288619.00,
1998,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,224884.00,239920.00,245631.00,251753.00,255661.00,257907.00,261120.00,264975.00,267875.00,271272.00,274905.00,
1998,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,47079.00,47850.00,49069.00,50279.00,51478.00,52723.00,54023.00,55430.00,56724.00,58003.00,59353.00,
1999,CA,MRO,-,-,GWh,Net Energy for Load - Annual,38075.00,37303.00,37812.00,38786.00,39564.00,40114.00,40606.00,41015.00,41429.00,41746.00,42068.00,
1999,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,325127.00,335435.00,340794.00,347934.00,354385.00,358131.00,362110.00,365865.00,370613.00,374606.00,378221.00,
1999,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,25813.00,26555.00,27148.00,27448.00,27608.00,27721.00,27791.00,27872.00,27951.00,28026.00,28104.00,
1999,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,140067.00,142783.00,144540.00,145871.00,147324.00,148671.00,150460.00,151896.00,153415.00,154949.00,156499.00,
1999,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,159247.00,166097.00,169106.00,174615.00,179453.00,181739.00,183859.00,186097.00,189247.00,191631.00,193618.00,
1999,CA,WECC,-,-,GWh,Net Energy for Load - Annual,110090.00,114804.00,117747.00,119343.00,120636.00,122726.00,125270.00,127567.00,129153.00,130736.00,132517.00,
1999,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,7011.00,8121.00,8942.00,9466.00,9989.00,10515.00,11151.00,11762.00,12394.00,13049.00,13726.00,
1999,US,ECAR,-,-,GWh,Net Energy for Load - Annual,535015.00,544276.00,551388.00,563223.00,573926.00,584310.00,594898.00,605301.00,612369.00,620108.00,630144.00,
1999,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,267970.00,268415.00,272069.00,276701.00,283486.00,290363.00,297572.00,305191.00,312755.00,320475.00,328494.00,
1999,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,188384.00,187390.00,191931.00,196617.00,200874.00,205695.00,210437.00,215019.00,218831.00,223320.00,227771.00,
1999,US,MAAC,-,-,GWh,Net Energy for Load - Annual,248806.00,254967.00,258859.00,263326.00,267951.00,271635.00,276230.00,280506.00,284900.00,289339.00,293958.00,
1999,US,MAIN,-,-,GWh,Net Energy for Load - Annual,244073.00,242197.00,245561.00,248794.00,251787.00,255361.00,258617.00,262849.00,266661.00,270850.00,274054.00,
1999,US,MRO,-,-,GWh,Net Energy for Load - Annual,155194.00,159974.00,163664.00,166422.00,170106.00,172979.00,176134.00,179248.00,182535.00,185621.00,187476.00,
1999,US,NPCC,-,-,GWh,Net Energy for Load - Annual,268309.00,271078.00,274171.00,279080.00,284239.00,288683.00,293008.00,297286.00,302184.00,306383.00,310725.00,
1999,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,116888.00,119192.00,120570.00,123830.00,127179.00,129553.00,132198.00,134996.00,138404.00,141093.00,143875.00,
1999,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,151421.00,151886.00,153601.00,155250.00,157060.00,159130.00,160810.00,162290.00,163780.00,165290.00,166850.00,
1999,US,SERC,-,-,GWh,Net Energy for Load - Annual,746538.00,794499.00,811570.00,835470.00,853723.00,871872.00,891548.00,913822.00,932647.00,952184.00,970889.00,
1999,US,SERC,Central,-,GWh,Net Energy for Load - Annual,152865.00,157355.00,160665.00,162870.00,166188.00,169835.00,173771.00,177847.00,182058.00,186333.00,190326.00,
1999,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,125411.00,134478.00,132713.00,134616.00,137187.00,139708.00,143267.00,147081.00,150813.00,155095.00,158981.00,
1999,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,207181.00,224208.00,232134.00,238045.00,244023.00,249985.00,256816.00,266105.00,271762.00,277393.00,283147.00,
1999,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,261081.00,278458.00,286058.00,299939.00,306325.00,312344.00,317694.00,322789.00,328014.00,333363.00,338435.00,
1999,US,SPP,-,-,GWh,Net Energy for Load - Annual,183102.00,184044.00,187333.00,189777.00,193822.00,198238.00,202475.00,208142.00,212002.00,217041.00,222206.00,
1999,US,WECC,-,-,GWh,Net Energy for Load - Annual,625791.00,648518.00,655973.00,663908.00,673249.00,686005.00,699425.00,709380.00,721554.00,734872.00,746894.00,
1999,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,97363.00,99020.00,102280.00,103836.00,106729.00,109597.00,112575.00,115567.00,118524.00,121231.00,124070.00,
1999,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,247555.00,251247.00,252910.00,254395.00,256841.00,263148.00,269871.00,273229.00,278825.00,285723.00,291129.00,
1999,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,232807.00,249182.00,250507.00,254199.00,256956.00,259237.00,261549.00,263860.00,266202.00,268565.00,270950.00,
1999,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,48066.00,49069.00,50276.00,51478.00,52723.00,54023.00,55430.00,56724.00,58003.00,59353.00,60745.00,
2000,CA,MRO,-,-,GWh,Net Energy for Load - Annual,37101.00,37660.00,38593.00,39177.00,39637.00,39954.00,40207.00,40470.00,40806.00,41111.00,41451.00,
2000,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,335858.00,341926.00,348046.00,353083.00,357071.00,361155.00,364992.00,369281.00,372908.00,376159.00,379306.00,
2000,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,26300.00,27058.00,27758.00,28117.00,28463.00,28709.00,28785.00,28853.00,28935.00,29032.00,29166.00,
2000,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,144094.00,145374.00,146599.00,147900.00,149231.00,150574.00,151989.00,153586.00,154895.00,156380.00,157780.00,
2000,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,165464.00,169494.00,173689.00,177066.00,179377.00,181872.00,184218.00,186842.00,189078.00,190747.00,192360.00,
2000,CA,WECC,-,-,GWh,Net Energy for Load - Annual,111221.00,110899.00,111071.00,113455.00,114984.00,117229.00,119550.00,122210.00,125232.00,128474.00,130914.00,
2000,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,7706.00,8917.00,9423.00,9874.00,10473.00,11081.00,11743.00,12442.00,13189.00,13983.00,14825.00,
2000,US,ECAR,-,-,GWh,Net Energy for Load - Annual,547846.00,551471.00,563547.00,566541.00,578382.00,585964.00,596138.00,608494.00,615933.00,625372.00,633686.00,
2000,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,268622.00,274902.00,282913.00,289923.00,297174.00,305835.00,314081.00,322563.00,331274.00,340220.00,349407.00,
2000,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,188598.00,196071.00,200232.00,204814.00,209878.00,214544.00,218991.00,223519.00,227865.00,232099.00,236292.00,
2000,US,MAAC,-,-,GWh,Net Energy for Load - Annual,255741.00,258605.00,262257.00,266236.00,271363.00,275981.00,280094.00,284357.00,288493.00,292773.00,296687.00,
2000,US,MAIN,-,-,GWh,Net Energy for Load - Annual,243278.00,248310.00,253096.00,257057.00,261223.00,265485.00,267645.00,271150.00,274563.00,279284.00,284000.00,
2000,US,MRO,-,-,GWh,Net Energy for Load - Annual,152350.00,163892.00,167290.00,168181.00,168716.00,170404.00,173518.00,176176.00,179289.00,182325.00,185403.00,
2000,US,NPCC,-,-,GWh,Net Energy for Load - Annual,277902.00,281752.00,284688.00,288223.00,292030.00,295957.00,299761.00,303298.00,306580.00,310364.00,313678.00,
2000,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,121873.00,123001.00,124836.00,126533.00,128240.00,130217.00,132601.00,134708.00,136540.00,138754.00,140778.00,
2000,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,156029.00,158751.00,159852.00,161690.00,163790.00,165740.00,167160.00,168590.00,170040.00,171610.00,172900.00,
2000,US,SERC,-,-,GWh,Net Energy for Load - Annual,768408.00,810996.00,839780.00,858512.00,873916.00,889846.00,914301.00,933138.00,951222.00,968271.00,973939.00,
2000,US,SERC,Central,-,GWh,Net Energy for Load - Annual,155961.00,154739.00,158694.00,162728.00,166267.00,169787.00,173525.00,177361.00,180607.00,182190.00,184302.00,
2000,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,132089.00,140330.00,141992.00,144593.00,143927.00,145725.00,148986.00,151758.00,154830.00,158311.00,161725.00,
2000,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,210944.00,234044.00,242739.00,248716.00,255154.00,261737.00,273044.00,280047.00,286335.00,293023.00,286758.00,
2000,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,269414.00,281883.00,296355.00,302475.00,308568.00,312597.00,318746.00,323972.00,329450.00,334747.00,341154.00,
2000,US,SPP,-,-,GWh,Net Energy for Load - Annual,180237.00,183952.00,187822.00,192295.00,201480.00,200507.00,205450.00,209817.00,212621.00,217221.00,221945.00,
2000,US,WECC,-,-,GWh,Net Energy for Load - Annual,635503.00,661955.00,676603.00,690689.00,704769.00,719074.00,733213.00,747856.00,762395.00,777160.00,792717.00,
2000,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,96946.00,101639.00,105225.00,109237.00,112287.00,115894.00,119388.00,123248.00,126880.00,130568.00,134988.00,
2000,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,254555.00,262556.00,267231.00,272193.00,277645.00,282812.00,287960.00,293215.00,298500.00,303891.00,309327.00,
2000,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,237725.00,249963.00,254886.00,258586.00,262562.00,266606.00,270702.00,274868.00,279099.00,283400.00,287759.00,
2000,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,46277.00,47797.00,49261.00,50673.00,52275.00,53762.00,55163.00,56525.00,57916.00,59301.00,60643.00,
2001,CA,MRO,-,-,GWh,Net Energy for Load - Annual,38980.00,38043.00,38985.00,39793.00,40355.00,40778.00,41367.00,41929.00,42327.00,42606.00,42949.00,
2001,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,346345.00,350668.00,357774.00,362172.00,368012.00,371559.00,375514.00,379843.00,384205.00,387465.00,391548.00,
2001,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,27248.00,27686.00,28426.00,28964.00,29425.00,29335.00,28930.00,28980.00,29191.00,29417.00,29739.00,
2001,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,146945.00,149895.00,152112.00,153956.00,156190.00,157551.00,159272.00,161187.00,163587.00,164840.00,166435.00,
2001,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,172152.00,173087.00,177236.00,179252.00,182397.00,184673.00,187312.00,189676.00,191427.00,193208.00,195374.00,
2001,CA,WECC,-,-,GWh,Net Energy for Load - Annual,113504.00,112735.00,115866.00,118344.00,120756.00,124278.00,127102.00,130860.00,134463.00,137291.00,140269.00,
2001,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,8670.00,9543.00,10050.00,10727.00,11456.00,12240.00,13084.00,13992.00,14970.00,16022.00,17155.00,
2001,US,ECAR,-,-,GWh,Net Energy for Load - Annual,545958.00,580249.00,591369.00,600819.00,610751.00,619791.00,630587.00,641742.00,651937.00,661253.00,671091.00,
2001,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,286313.00,270794.00,276619.00,283806.00,292294.00,299760.00,307908.00,315434.00,323224.00,331217.00,339439.00,
2001,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,196561.00,203112.00,209357.00,216188.00,220941.00,225613.00,230868.00,235462.00,240300.00,244886.00,249662.00,
2001,US,MAAC,-,-,GWh,Net Energy for Load - Annual,262320.00,265855.00,270078.00,275749.00,280774.00,284785.00,289196.00,293015.00,297196.00,300896.00,304729.00,
2001,US,MAIN,-,-,GWh,Net Energy for Load - Annual,259608.00,265422.00,269380.00,275976.00,280213.00,284561.00,288667.00,292370.00,296702.00,300216.00,304443.00,
2001,US,MRO,-,-,GWh,Net Energy for Load - Annual,145981.00,148973.00,152673.00,155661.00,158837.00,161672.00,164726.00,167350.00,170398.00,173108.00,176146.00,
2001,US,NPCC,-,-,GWh,Net Energy for Load - Annual,281518.00,285967.00,290057.00,295304.00,299136.00,303198.00,306847.00,310136.00,313789.00,317285.00,320851.00,
2001,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,124886.00,127214.00,130205.00,131912.00,133889.00,136273.00,138380.00,140211.00,142425.00,144450.00,146503.00,
2001,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,156632.00,158753.00,159852.00,163392.00,165247.00,166925.00,168467.00,169925.00,171364.00,172835.00,174348.00,
2001,US,SERC,-,-,GWh,Net Energy for Load - Annual,803211.00,853196.00,875056.00,898468.00,915893.00,938867.00,958455.00,977284.00,997908.00,1017208.00,1028196.00,
2001,US,SERC,Central,-,GWh,Net Energy for Load - Annual,160549.00,163153.00,168937.00,172079.00,175521.00,178739.00,181735.00,185087.00,188514.00,191311.00,192159.00,
2001,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,137300.00,144775.00,145749.00,143136.00,146569.00,149218.00,152278.00,154629.00,157860.00,160574.00,163071.00,
2001,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,210023.00,243064.00,250916.00,257266.00,262897.00,273455.00,280030.00,285959.00,292430.00,299368.00,299749.00,
2001,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,295339.00,302204.00,309454.00,325987.00,330906.00,337455.00,344412.00,351609.00,359104.00,365955.00,373217.00,
2001,US,SPP,-,-,GWh,Net Energy for Load - Annual,193661.00,191238.00,193710.00,197942.00,202061.00,206495.00,211070.00,214889.00,219540.00,224475.00,229059.00,
2001,US,WECC,-,-,GWh,Net Energy for Load - Annual,663913.00,689947.00,706451.00,722609.00,737988.00,754502.00,771122.00,787746.00,804654.00,821869.00,839565.00,
2001,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,104422.00,114289.00,118405.00,122014.00,124631.00,128432.00,132006.00,135432.00,139012.00,142626.00,146461.00,
2001,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,266918.00,276221.00,283220.00,290453.00,297923.00,305477.00,313254.00,321077.00,329006.00,337104.00,345413.00,
2001,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,241092.00,248796.00,252621.00,256290.00,260231.00,264234.00,268298.00,272426.00,276618.00,280877.00,285200.00,
2001,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,51481.00,50641.00,52205.00,53852.00,55203.00,56359.00,57564.00,58811.00,60018.00,61262.00,62491.00,
2002,CA,MRO,-,-,GWh,Net Energy for Load - Annual,39321.00,39503.00,40419.00,41224.00,41866.00,42559.00,42957.00,43421.00,43833.00,44321.00,44892.00,
2002,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,344885.00,347914.00,355993.00,363000.00,365506.00,368523.00,372043.00,376265.00,378341.00,381807.00,385183.00,
2002,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,27099.00,27816.00,28569.00,29009.00,29136.00,28443.00,28756.00,28890.00,29173.00,29600.00,29959.00,
2002,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,146913.00,148718.00,150743.00,152678.00,153634.00,154861.00,156327.00,158238.00,159052.00,160458.00,161951.00,
2002,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,170873.00,171380.00,176681.00,181313.00,182736.00,185219.00,186960.00,189137.00,190116.00,191749.00,193273.00,
2002,CA,WECC,-,-,GWh,Net Energy for Load - Annual,111114.00,112599.00,115088.00,117560.00,119569.00,121784.00,124077.00,126924.00,129287.00,131636.00,133907.00,
2002,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,8977.00,10064.00,10764.00,11513.00,12367.00,13331.00,14418.00,15469.00,16635.00,17964.00,19366.00,
2002,US,ECAR,-,-,GWh,Net Energy for Load - Annual,546167.00,560129.00,573439.00,584897.00,594204.00,603254.00,611347.00,621737.00,631173.00,640910.00,650617.00,
2002,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,278226.00,289686.00,300932.00,313603.00,321610.00,330957.00,340150.00,349675.00,359564.00,369733.00,380189.00,
2002,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,200134.00,206811.00,213689.00,220249.00,226882.00,233789.00,239565.00,245426.00,251035.00,256880.00,262363.00,
2002,US,MAAC,-,-,GWh,Net Energy for Load - Annual,263841.00,271685.00,277383.00,282435.00,286470.00,290907.00,294752.00,298962.00,302687.00,306548.00,310445.00,
2002,US,MAIN,-,-,GWh,Net Energy for Load - Annual,271053.00,271684.00,275816.00,276306.00,280832.00,285220.00,288769.00,293423.00,297416.00,302181.00,306680.00,
2002,US,MRO,-,-,GWh,Net Energy for Load - Annual,144893.00,147524.00,150595.00,157110.00,159887.00,163170.00,165193.00,167768.00,170215.00,172696.00,175255.00,
2002,US,NPCC,-,-,GWh,Net Energy for Load - Annual,282670.00,283294.00,288643.00,292187.00,295573.00,299333.00,302732.00,306216.00,309869.00,313499.00,317897.00,
