Report Year,Country,Region,Subregion,Assessment Area,Unit,Description,Actual,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
2002,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,125976.00,126193.00,128301.00,130286.00,132085.00,134292.00,136162.00,138099.00,140205.00,142242.00,145037.00,
2002,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,156694.00,157101.00,160342.00,161901.00,163488.00,165041.00,166570.00,168117.00,169664.00,171257.00,172860.00,
2002,US,SERC,-,-,GWh,Net Energy for Load - Annual,787139.00,834479.00,852977.00,869641.00,885676.00,904203.00,922847.00,941925.00,960969.00,980111.00,997609.00,
2002,US,SERC,Central,-,GWh,Net Energy for Load - Annual,156616.00,163273.00,167852.00,172610.00,176641.00,179683.00,183091.00,186495.00,189893.00,192701.00,193649.00,
2002,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,138418.00,141395.00,141289.00,142628.00,140352.00,143361.00,146072.00,148704.00,151449.00,154304.00,157226.00,
2002,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,214746.00,231637.00,238405.00,244670.00,250956.00,256563.00,262342.00,268672.00,275191.00,281790.00,288655.00,
2002,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,277359.00,298174.00,305431.00,309733.00,317727.00,324596.00,331342.00,338054.00,344436.00,351316.00,358079.00,
2002,US,SPP,-,-,GWh,Net Energy for Load - Annual,190416.00,197841.00,201517.00,205450.00,210934.00,213214.00,217065.00,222040.00,226940.00,233001.00,236660.00,
2002,US,WECC,-,-,GWh,Net Energy for Load - Annual,638746.00,658354.00,669858.00,682345.00,694580.00,706453.00,717888.00,726268.00,737806.00,749369.00,760801.00,
2002,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,111312.00,116621.00,118271.00,123034.00,127045.00,130463.00,134005.00,138004.00,141378.00,144834.00,148250.00,
2002,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,259991.00,264325.00,266744.00,269333.00,271957.00,274613.00,277218.00,279844.00,282484.00,285065.00,287560.00,
2002,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,212984.00,220987.00,227192.00,231862.00,236275.00,240611.00,244425.00,244702.00,248698.00,252695.00,256597.00,
2002,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,54459.00,56421.00,57651.00,58116.00,59303.00,60766.00,62240.00,63718.00,65246.00,66775.00,68394.00,
2003,CA,MRO,-,-,GWh,Net Energy for Load - Annual,40153.00,40019.00,40980.00,41667.00,42173.00,42692.00,43451.00,43993.00,44590.00,45080.00,45488.00,
2003,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,356883.00,361528.00,365134.00,369806.00,376565.00,380700.00,385337.00,387679.00,391410.00,395161.00,399429.00,
2003,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,27734.00,28213.00,28594.00,29081.00,29305.00,29683.00,29827.00,30134.00,30530.00,30888.00,31259.00,
2003,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,152960.00,152224.00,154368.00,155909.00,157572.00,159380.00,161600.00,162660.00,164263.00,165924.00,167764.00,
2003,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,176189.00,181091.00,182172.00,184816.00,189688.00,191637.00,193910.00,194885.00,196617.00,198349.00,200406.00,
2003,CA,WECC,-,-,GWh,Net Energy for Load - Annual,116553.00,120122.00,122861.00,123774.00,125801.00,127901.00,130743.00,132694.00,134822.00,136863.00,139996.00,
2003,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,8888.00,10347.00,11014.00,11848.00,12719.00,13557.00,14425.00,15385.00,16513.00,17514.00,18705.00,
2003,TL,WECC,-,-,GWh,Net Energy for Load - Annual,792137.00,841180.00,857240.00,876729.00,895604.00,911676.00,926313.00,944400.00,964908.00,982490.00,1001964.00,
2003,US,ECAR,-,-,GWh,Net Energy for Load - Annual,567897.00,568222.00,580658.00,590121.00,599955.00,608977.00,618362.00,627723.00,637854.00,647171.00,657741.00,
2003,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,280269.00,287333.00,294396.00,301779.00,310857.00,320301.00,329063.00,336751.00,345927.00,355353.00,365036.00,
2003,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,211116.00,215516.00,222183.00,228415.00,235019.00,240713.00,246917.00,252459.00,258607.00,264765.00,271001.00,
2003,US,MAAC,-,-,GWh,Net Energy for Load - Annual,273907.00,274116.00,279227.00,283818.00,288237.00,292599.00,297199.00,301656.00,306126.00,310826.00,315594.00,
2003,US,MAIN,-,-,GWh,Net Energy for Load - Annual,279264.00,277181.00,282381.00,285036.00,289429.00,293154.00,298097.00,302276.00,307137.00,311730.00,316853.00,
2003,US,MRO,-,-,GWh,Net Energy for Load - Annual,150058.00,157518.00,162090.00,165604.00,169315.00,172163.00,175777.00,178570.00,181736.00,184702.00,187878.00,
2003,US,NPCC,-,-,GWh,Net Energy for Load - Annual,286199.00,289525.00,292442.00,296319.00,300325.00,304382.00,308057.00,311779.00,315648.00,319641.00,323671.00,
2003,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,127455.00,128502.00,129743.00,131362.00,132947.00,134671.00,136594.00,138616.00,140733.00,142923.00,145098.00,
2003,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,158744.00,161023.00,162699.00,164957.00,167378.00,169711.00,171463.00,173163.00,174915.00,176718.00,178573.00,
2003,US,SERC,-,-,GWh,Net Energy for Load - Annual,835319.00,835937.00,855136.00,876274.00,893761.00,911871.00,930453.00,948036.00,967939.00,985353.00,1004025.00,
2003,US,SERC,Central,-,GWh,Net Energy for Load - Annual,166214.00,169233.00,173014.00,175274.00,177876.00,181001.00,184525.00,188089.00,192056.00,193390.00,194883.00,
2003,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,142813.00,137642.00,140133.00,141864.00,143562.00,145874.00,148651.00,149871.00,152645.00,155515.00,158524.00,
2003,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,232599.00,235053.00,243226.00,253632.00,260651.00,267108.00,273220.00,279752.00,286484.00,293256.00,300663.00,
2003,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,293693.00,294009.00,298763.00,305504.00,311672.00,317888.00,324057.00,330324.00,336754.00,343192.00,349955.00,
2003,US,SPP,-,-,GWh,Net Energy for Load - Annual,194876.00,199475.00,202606.00,206712.00,206849.00,211165.00,215140.00,219190.00,222337.00,225889.00,230237.00,
2003,US,WECC,-,-,GWh,Net Energy for Load - Annual,666696.00,710711.00,723365.00,741107.00,757084.00,770218.00,781145.00,796321.00,813573.00,828113.00,843263.00,
2003,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,115661.00,123813.00,126742.00,134276.00,137946.00,141133.00,144990.00,148859.00,152845.00,156487.00,159720.00,
2003,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,268748.00,281677.00,287420.00,292731.00,298103.00,303571.00,309132.00,314648.00,320187.00,325695.00,331278.00,
2003,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,226178.00,249073.00,252712.00,257270.00,263867.00,267991.00,269150.00,273799.00,280315.00,284461.00,289531.00,
2003,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,56109.00,56148.00,56491.00,56830.00,57168.00,57523.00,57873.00,59015.00,60226.00,61470.00,62734.00,
2004,CA,MRO,-,-,GWh,Net Energy for Load - Annual,40369.00,41673.00,42376.00,42895.00,43433.00,44257.00,45076.00,45543.00,45939.00,46333.00,46725.00,
2004,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,364530.00,366947.00,368757.00,375276.00,379162.00,383912.00,387414.00,392133.00,396749.00,401511.00,404028.00,
2004,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,28724.00,29212.00,29475.00,29973.00,30474.00,30792.00,31197.00,31696.00,32250.00,32838.00,33434.00,
2004,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,151719.00,155482.00,155537.00,157135.00,158878.00,161009.00,162057.00,163579.00,165191.00,166984.00,167818.00,
2004,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,184087.00,182253.00,183745.00,188168.00,189810.00,192111.00,194160.00,196858.00,199308.00,201689.00,202776.00,
2004,CA,WECC,-,-,GWh,Net Energy for Load - Annual,121039.00,122106.00,123548.00,125460.00,127555.00,129586.00,131419.00,133401.00,135985.00,138557.00,140927.00,
2004,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,9368.00,9903.00,10387.00,10893.00,11424.00,11981.00,12566.00,13179.00,13821.00,14495.00,15202.00,
2004,TL,WECC,-,-,GWh,Net Energy for Load - Annual,795161.00,823958.00,840824.00,858281.00,876699.00,895144.00,912440.00,930258.00,949359.00,969221.00,987969.00,
2004,US,ECAR,-,-,GWh,Net Energy for Load - Annual,545109.00,559788.00,570667.00,582651.00,591555.00,600407.00,608905.00,618599.00,628156.00,638269.00,646707.00,
2004,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,283868.00,289541.00,295331.00,301238.00,307263.00,313408.00,319676.00,326070.00,332591.00,339243.00,346028.00,
2004,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,219021.00,223026.00,229030.00,235622.00,241368.00,247222.00,252845.00,259093.00,265175.00,271354.00,277560.00,
2004,US,MAAC,-,-,GWh,Net Energy for Load - Annual,276600.00,279533.00,283844.00,288461.00,293018.00,297832.00,302192.00,306853.00,311420.00,316088.00,320538.00,
2004,US,MAIN,-,-,GWh,Net Energy for Load - Annual,267068.00,268391.00,271892.00,276227.00,279945.00,284272.00,288212.00,292613.00,296778.00,301357.00,305354.00,
2004,US,MRO,-,-,GWh,Net Energy for Load - Annual,153918.00,159932.00,162776.00,166168.00,169576.00,173352.00,177001.00,180259.00,183495.00,186760.00,189707.00,
2004,US,NPCC,-,-,GWh,Net Energy for Load - Annual,288791.00,295333.00,300746.00,304802.00,308579.00,311914.00,314637.00,318081.00,321509.00,324193.00,326973.00,
2004,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,130778.00,130745.00,132740.00,134165.00,135480.00,136960.00,138520.00,140250.00,142215.00,144070.00,145715.00,
2004,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,158013.00,164588.00,168006.00,170637.00,173099.00,174954.00,176117.00,177831.00,179294.00,180123.00,181258.00,
2004,US,SERC,-,-,GWh,Net Energy for Load - Annual,826964.00,865310.00,885139.00,903306.00,915289.00,931105.00,947820.00,959951.00,973871.00,992011.00,1009257.00,
2004,US,SERC,Central,-,GWh,Net Energy for Load - Annual,165448.00,170366.00,174312.00,178526.00,181101.00,184023.00,187033.00,189734.00,190926.00,192399.00,193796.00,
2004,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,140117.00,142076.00,144265.00,146016.00,148741.00,151602.00,152379.00,155198.00,158224.00,161354.00,164524.00,
2004,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,228246.00,256705.00,265764.00,272268.00,273223.00,277876.00,284725.00,285144.00,288667.00,295531.00,301856.00,
2004,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,293153.00,296163.00,300798.00,306496.00,312224.00,317604.00,323683.00,329875.00,336054.00,342727.00,349081.00,
2004,US,SPP,-,-,GWh,Net Energy for Load - Annual,185574.00,194522.00,197607.00,197732.00,200068.00,202771.00,206572.00,209465.00,212484.00,215522.00,218961.00,
2004,US,WECC,-,-,GWh,Net Energy for Load - Annual,664754.00,691949.00,706889.00,721928.00,737720.00,753577.00,768455.00,783678.00,799553.00,816169.00,831840.00,
2004,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,120571.00,123314.00,127262.00,131393.00,135605.00,139919.00,143880.00,148035.00,152018.00,156183.00,160060.00,
2004,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,267771.00,287138.00,292268.00,297667.00,303119.00,308700.00,314246.00,319927.00,325662.00,331464.00,337315.00,
2004,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,219582.00,225988.00,230659.00,234817.00,239615.00,244222.00,248217.00,252153.00,256830.00,261921.00,266276.00,
2004,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,56830.00,55509.00,56700.00,58051.00,59381.00,60736.00,62112.00,63563.00,65043.00,66601.00,68189.00,
2005,CA,MRO,-,-,GWh,Net Energy for Load - Annual,41475.00,41976.00,43130.00,43882.00,44530.00,45069.00,45728.00,46019.00,46361.00,46443.00,46779.00,
2005,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,365554.00,371147.00,377200.00,381768.00,386675.00,389311.00,392708.00,395918.00,400175.00,402321.00,405300.00,
2005,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,28987.00,29632.00,30026.00,30482.00,30691.00,31035.00,31580.00,32139.00,32709.00,33302.00,33908.00,
2005,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,153437.00,155432.00,156998.00,158878.00,161009.00,162057.00,163579.00,165191.00,166984.00,167818.00,168912.00,
2005,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,183130.00,186083.00,190176.00,192408.00,194975.00,196219.00,197549.00,198588.00,200482.00,201201.00,202480.00,
2005,CA,WECC,-,-,GWh,Net Energy for Load - Annual,124165.00,127454.00,129397.00,131252.00,135021.00,136070.00,138775.00,141313.00,144538.00,146578.00,148994.00,
2005,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,9861.00,10371.00,10890.00,11434.00,12005.00,12606.00,13236.00,13898.00,14593.00,15322.00,16088.00,
2005,TL,WECC,-,-,GWh,Net Energy for Load - Annual,816079.00,841871.00,862828.00,884684.00,907449.00,925982.00,947228.00,969095.00,992139.00,1013297.00,1035747.00,
2005,US,ECAR,-,-,GWh,Net Energy for Load - Annual,553236.00,568531.00,579119.00,587454.00,597775.00,606813.00,615282.00,624427.00,634154.00,643155.00,653020.00,
2005,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,289146.00,295653.00,301917.00,307818.00,314508.00,321367.00,328151.00,334974.00,341591.00,348293.00,355112.00,
2005,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,220335.00,227871.00,234939.00,242401.00,250170.00,257874.00,264853.00,271450.00,278182.00,285042.00,292186.00,
2005,US,MAAC,-,-,GWh,Net Energy for Load - Annual,283646.00,281505.00,286837.00,292475.00,298160.00,303309.00,308688.00,314108.00,319017.00,323788.00,328769.00,
2005,US,MAIN,-,-,GWh,Net Energy for Load - Annual,274760.00,286098.00,294586.00,297967.00,302797.00,306401.00,310877.00,315429.00,320550.00,324592.00,329136.00,
2005,US,MRO,-,-,GWh,Net Energy for Load - Annual,152975.00,158943.00,162973.00,166089.00,169378.00,172170.00,175129.00,178353.00,181709.00,184747.00,187852.00,
2005,US,NPCC,-,-,GWh,Net Energy for Load - Annual,292725.00,298135.00,303420.00,307990.00,312800.00,316970.00,321065.00,324920.00,328505.00,331495.00,334245.00,
2005,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,132516.00,134085.00,136630.00,138590.00,140700.00,142680.00,144725.00,146860.00,148985.00,150785.00,152505.00,
2005,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,160209.00,164050.00,166790.00,169400.00,172100.00,174290.00,176340.00,178060.00,179520.00,180710.00,181740.00,
2005,US,SERC,-,-,GWh,Net Energy for Load - Annual,856734.00,868035.00,884332.00,901624.00,918001.00,934179.00,942419.00,958640.00,977719.00,996529.00,1012517.00,
2005,US,SERC,Central,-,GWh,Net Energy for Load - Annual,170757.00,175762.00,178824.00,182059.00,183270.00,185518.00,180460.00,181596.00,184846.00,188017.00,191529.00,
2005,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,145129.00,144289.00,145637.00,148281.00,150998.00,152968.00,153993.00,156797.00,159701.00,162589.00,162144.00,
2005,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,236074.00,241074.00,247450.00,252633.00,258647.00,264651.00,270776.00,276619.00,282736.00,289045.00,295276.00,
2005,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,304774.00,306910.00,312421.00,318651.00,325086.00,331042.00,337190.00,343628.00,350436.00,356878.00,363568.00,
2005,US,SPP,-,-,GWh,Net Energy for Load - Annual,191829.00,194180.00,198246.00,201659.00,204618.00,208253.00,211813.00,214957.00,218744.00,223049.00,227123.00,
2005,US,WECC,-,-,GWh,Net Energy for Load - Annual,682053.00,704046.00,722541.00,741998.00,760423.00,777306.00,795217.00,813884.00,833008.00,851397.00,870665.00,
2005,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,122940.00,125270.00,129514.00,133797.00,138211.00,142078.00,146743.00,150943.00,154980.00,158919.00,162907.00,
2005,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,278751.00,290174.00,297536.00,305040.00,312748.00,320518.00,328560.00,336730.00,345070.00,353534.00,362262.00,
2005,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,223148.00,226744.00,232256.00,238342.00,243124.00,246990.00,250668.00,255435.00,260557.00,265027.00,269751.00,
2005,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,57214.00,61858.00,63235.00,64819.00,66340.00,67720.00,69246.00,70776.00,72401.00,73917.00,75745.00,
2006,CA,MRO,-,-,GWh,Net Energy for Load - Annual,42892.00,42716.00,43680.00,44347.00,45060.00,45622.00,46048.00,46291.00,46391.00,46519.00,46817.00,
2006,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,373573.00,375832.00,381308.00,386158.00,388720.00,392044.00,395056.00,399520.00,401875.00,405237.00,408557.00,
2006,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,28573.00,28203.00,29837.00,30466.00,30555.00,31030.00,31470.00,31996.00,32507.00,33016.00,33553.00,
2006,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,156969.00,155556.00,158218.00,160275.00,161288.00,162919.00,164656.00,166711.00,167898.00,169500.00,171048.00,
2006,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,188031.00,192073.00,193253.00,195417.00,196877.00,198095.00,198930.00,200813.00,201470.00,202721.00,203956.00,
2006,CA,WECC,-,-,GWh,Net Energy for Load - Annual,126736.00,130710.00,132553.00,136982.00,139112.00,142885.00,145898.00,149490.00,152020.00,154378.00,156959.00,
2006,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,10062.00,10373.00,10795.00,11340.00,12015.00,12735.00,13493.00,14240.00,14890.00,15565.00,16283.00,
2006,TL,MRO,-,-,GWh,Net Energy for Load - Annual,259527.00,262722.00,268011.00,274233.00,278987.00,283525.00,288092.00,292582.00,296764.00,300927.00,305891.00,
2006,TL,WECC,-,-,GWh,Net Energy for Load - Annual,822422.00,840240.00,858067.00,879507.00,899596.00,920356.00,939604.00,959976.00,978761.00,998133.00,1017955.00,
2006,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,299225.00,305505.00,312680.00,318554.00,325212.00,332867.00,340076.00,346698.00,353995.00,361349.00,369286.00,
2006,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,226544.00,232561.00,239897.00,249200.00,257088.00,263792.00,270282.00,277050.00,283752.00,290591.00,297561.00,
2006,US,MRO,-,-,GWh,Net Energy for Load - Annual,216633.00,220006.00,224330.00,229886.00,233927.00,237903.00,242044.00,246291.00,250373.00,254408.00,259074.00,
2006,US,NPCC,-,-,GWh,Net Energy for Load - Annual,303607.00,301893.00,304105.00,308691.00,312654.00,316475.00,320131.00,323442.00,326527.00,329607.00,333673.00,
2006,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,136368.00,135000.00,133975.00,135775.00,138020.00,140330.00,142790.00,145160.00,147225.00,149185.00,151085.00,
2006,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,167239.00,166893.00,170130.00,172916.00,174634.00,176145.00,177341.00,178282.00,179302.00,180422.00,182588.00,
2006,US,RF,-,-,GWh,Net Energy for Load - Annual,1005226.00,992742.00,1004363.00,1023761.00,1039983.00,1055206.00,1070096.00,1084847.00,1101968.00,1118138.00,1131824.00,
2006,US,SERC,-,-,GWh,Net Energy for Load - Annual,962054.00,973215.00,991874.00,1013167.00,1029412.00,1045180.00,1059158.00,1076198.00,1094208.00,1113886.00,1134210.00,
2006,US,SERC,Central,-,GWh,Net Energy for Load - Annual,190981.00,193392.00,197290.00,202453.00,204462.00,205743.00,204987.00,206305.00,208673.00,212508.00,216410.00,
2006,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,141751.00,145013.00,147244.00,149784.00,151966.00,154067.00,156572.00,159180.00,161706.00,164349.00,167243.00,
2006,US,SERC,Gateway,-,GWh,Net Energy for Load - Annual,79028.00,80220.00,81126.00,82435.00,82801.00,83797.00,84863.00,85877.00,86880.00,87855.00,88818.00,
2006,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,240916.00,243713.00,249778.00,256339.00,262538.00,268147.00,273878.00,280126.00,286300.00,292552.00,299072.00,
2006,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,309378.00,310877.00,316436.00,322156.00,327645.00,333426.00,338858.00,344710.00,350649.00,356622.00,362667.00,
2006,US,SPP,-,-,GWh,Net Energy for Load - Annual,201548.00,201310.00,204702.00,208891.00,212511.00,216630.00,220216.00,221802.00,224595.00,228598.00,232738.00,
2006,US,WECC,-,-,GWh,Net Energy for Load - Annual,685624.00,699157.00,714719.00,731185.00,748469.00,764736.00,780213.00,796246.00,811851.00,828190.00,844713.00,
2006,US,WECC,AZN,-,GWh,Net Energy for Load - Annual,126540.00,129767.00,133549.00,137968.00,142198.00,147083.00,151050.00,155115.00,159088.00,163044.00,167121.00,
2006,US,WECC,CNV,-,GWh,Net Energy for Load - Annual,265741.00,273832.00,279244.00,284812.00,290283.00,295854.00,301551.00,307354.00,313186.00,319153.00,325239.00,
2006,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,234153.00,235456.00,240172.00,245164.00,251279.00,255873.00,260323.00,265121.00,269585.00,274427.00,279328.00,
2006,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,59190.00,60102.00,61754.00,63241.00,64709.00,65926.00,67289.00,68656.00,69992.00,71566.00,73025.00,
2007,CA,MRO,-,-,GWh,Net Energy for Load - Annual,43258.00,43413.00,44726.00,45201.00,46355.00,46887.00,47477.00,47793.00,48093.00,48363.00,48722.00,
2007,CA,NPCC,-,-,GWh,Net Energy for Load - Annual,363806.00,375472.00,378419.00,380854.00,384239.00,386917.00,389535.00,391839.00,394320.00,395840.00,398055.00,
2007,CA,NPCC,Maritimes,Maritimes,GWh,Net Energy for Load - Annual,26922.00,29674.00,30324.00,30881.00,31063.00,31513.00,32065.00,32630.00,33170.00,33754.00,34319.00,
2007,CA,NPCC,Ontario,Ontario,GWh,Net Energy for Load - Annual,151055.00,154207.00,155452.00,155594.00,156621.00,157668.00,158161.00,159555.00,160551.00,160509.00,160468.00,
2007,CA,NPCC,Quebec,Quebec,GWh,Net Energy for Load - Annual,185829.00,191591.00,192643.00,194379.00,196555.00,197736.00,199309.00,199654.00,200599.00,201577.00,203268.00,
2007,CA,WECC,-,-,GWh,Net Energy for Load - Annual,130670.00,133335.00,137133.00,140548.00,143246.00,146656.00,149840.00,152721.00,155300.00,157960.00,161607.00,
2007,MX,WECC,CA-MX,-,GWh,Net Energy for Load - Annual,11600.00,12092.00,12725.00,13295.00,14017.00,14774.00,15544.00,16344.00,17216.00,18104.00,19045.00,
2007,TL,MRO,-,-,GWh,Net Energy for Load - Annual,266006.00,272962.00,281525.00,288605.00,295335.00,300964.00,306172.00,310211.00,315674.00,320887.00,325928.00,
2007,TL,NPCC,-,-,GWh,Net Energy for Load - Annual,658125.00,673301.00,679839.00,686049.00,693218.00,700079.00,707015.00,713083.00,719506.00,725009.00,731501.00,
2007,TL,WECC,-,-,GWh,Net Energy for Load - Annual,860054.00,878383.00,895454.00,913613.00,930684.00,948104.00,966640.00,982937.00,1000268.00,1017818.00,1039380.00,
2007,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,305672.00,313028.00,319689.00,325409.00,332579.00,340089.00,347087.00,354122.00,361233.00,369322.00,377330.00,
2007,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,230115.00,239446.00,248120.00,255691.00,262527.00,270225.00,278067.00,284886.00,292380.00,300151.00,308343.00,
2007,US,MRO,-,-,GWh,Net Energy for Load - Annual,222748.00,229550.00,236799.00,243404.00,248979.00,254076.00,258695.00,262418.00,267581.00,272524.00,277206.00,
2007,US,NPCC,-,-,GWh,Net Energy for Load - Annual,294319.00,297829.00,301420.00,305195.00,308979.00,313162.00,317480.00,321244.00,325186.00,329169.00,333446.00,
2007,US,NPCC,New England,New England,GWh,Net Energy for Load - Annual,132082.00,132615.00,133980.00,135725.00,137235.00,139130.00,140865.00,142485.00,144060.00,145625.00,147190.00,
2007,US,NPCC,New York,New York,GWh,Net Energy for Load - Annual,162237.00,165214.00,167440.00,169470.00,171744.00,174032.00,176615.00,178759.00,181126.00,183544.00,186256.00,
2007,US,RF,-,-,GWh,Net Energy for Load - Annual,926279.00,955310.00,969121.00,982522.00,995867.00,1010506.00,1026199.00,1037197.00,1051367.00,1065377.00,1081483.00,
2007,US,SERC,-,-,GWh,Net Energy for Load - Annual,1011173.00,1041033.00,1059264.00,1078132.00,1099350.00,1116758.00,1133117.00,1150370.00,1169951.00,1190471.00,1211956.00,
2007,US,SERC,Central,-,GWh,Net Energy for Load - Annual,226012.00,232367.00,237149.00,241025.00,246808.00,247272.00,248055.00,249736.00,253162.00,257353.00,262015.00,
2007,US,SERC,Delta,-,GWh,Net Energy for Load - Annual,143416.00,145850.00,148983.00,151426.00,153664.00,156344.00,159430.00,162346.00,165319.00,168403.00,171468.00,
2007,US,SERC,Gateway,-,GWh,Net Energy for Load - Annual,94611.00,93408.00,94887.00,95533.00,95911.00,98380.00,99702.00,100929.00,102219.00,103528.00,104897.00,
2007,US,SERC,Southeastern,-,GWh,Net Energy for Load - Annual,242464.00,249237.00,255624.00,262154.00,268715.00,274818.00,280234.00,285961.00,292094.00,298137.00,304507.00,
2007,US,SERC,VACAR,-,GWh,Net Energy for Load - Annual,304670.00,320171.00,322621.00,327994.00,334252.00,339944.00,345696.00,351398.00,357157.00,363050.00,369069.00,
2007,US,SPP,-,-,GWh,Net Energy for Load - Annual,201521.00,205163.00,209318.00,214368.00,218319.00,222452.00,226611.00,230526.00,233773.00,239190.00,243817.00,
2007,US,WECC,-,-,GWh,Net Energy for Load - Annual,720087.00,732956.00,745596.00,759770.00,773421.00,786674.00,801256.00,813872.00,827752.00,841754.00,858728.00,
2007,US,WECC,AZ-NM-SNV,-,GWh,Net Energy for Load - Annual,134950.00,136528.00,140078.00,143810.00,148502.00,152369.00,156359.00,160244.00,164228.00,168473.00,174236.00,
2007,US,WECC,NWPP,-,GWh,Net Energy for Load - Annual,238224.00,238185.00,241351.00,246615.00,250096.00,254023.00,258643.00,262633.00,266913.00,271079.00,275830.00,
2007,US,WECC,RMPA,-,GWh,Net Energy for Load - Annual,61174.00,62234.00,63816.00,65968.00,67631.00,69231.00,70650.00,72108.00,73757.00,75352.00,77073.00,
2008,US,TRE,-,ERCOT,GWh,Net Energy for Load - Annual,307064.00,313946.30,319355.20,326256.60,332937.70,338981.50,344811.50,350225.20,356415.70,362896.60,368987.30,
2008,US,FRCC,-,FRCC,GWh,Net Energy for Load - Annual,232405.00,242923.00,248996.00,255216.00,263469.00,272037.00,279998.00,287128.00,294251.00,301638.00,308988.00,
2008,US,MRO,-,-,GWh,Net Energy for Load - Annual,217601.60,225058.20,230744.70,239482.90,246086.50,250511.40,254744.20,258814.70,262792.10,266937.70,271286.10,
